,name,github_id,pypi_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,updated_github_id,github_release_downloads,trending,new_addition,gitlab_id,gitlab_url
170,django-phone-field,VeryApt/django-phone-field,django-phone-field,[],fields-phone-numbers,https://github.com/VeryApt/django-phone-field,https://github.com/VeryApt/django-phone-field,GPL-3.0,2018-02-22 21:40:32,2020-06-10 01:16:07,2020-06-10 01:10:54,35.0,,13.0,3.0,4.0,4.0,11.0,50.0,2020-06-10 01:16:07,1.8.1,8.0,Lightweight model and form field for phone numbers in Django.,3209.0,3209.0,4.0,https://pypi.org/project/django-phone-field,23192.0,23192.0,18,True,3.0,,,,,,
171,django-rest-pandas,wq/django-rest-pandas,django-rest-pandas,[],restful-api-drf,https://github.com/wq/django-rest-pandas,https://github.com/wq/django-rest-pandas,MIT,2014-01-08 00:20:37,2025-03-29 01:49:15,2024-04-04 16:54:21,207.0,,121.0,48.0,13.0,8.0,32.0,1263.0,2019-03-28 04:18:00,1.1.0,12.0,Serves up Pandas dataframes via the Django REST Framework for use in client-side (i.e. d3.js) visualizations and..,,,3.0,https://pypi.org/project/django-rest-pandas,,,17,True,3.0,,,,,,
172,django-sendsms,stefanfoulis/django-sendsms,django-sendsms,[],messaging,https://github.com/stefanfoulis/django-sendsms,https://github.com/stefanfoulis/django-sendsms,MIT,2011-08-10 06:40:48,2024-01-28 06:18:00,2021-12-27 22:42:18,132.0,,90.0,14.0,38.0,5.0,19.0,260.0,,,,A simple API to send SMS messages. It is modeled after the django email api.,385.0,385.0,19.0,https://pypi.org/project/django-sendsms,4639.0,4639.0,17,True,2.0,,,,,,
173,django-audit-log,vvangelovski/django-audit-log,django-audit-log,[],fields-versioning,https://github.com/vvangelovski/django-audit-log,https://github.com/vvangelovski/django-audit-log,,2011-02-25 12:40:16,2024-01-05 17:57:30,2018-03-12 09:11:28,102.0,,85.0,8.0,30.0,27.0,16.0,232.0,2015-01-23 12:59:33,0.6.0,2.0,Audit log for your Django models.,262.0,262.0,10.0,https://pypi.org/project/django-audit-log,2834.0,2834.0,17,False,3.0,,,,,,
174,django-improved-user,jambonsw/django-improved-user,django-improved-user,[],custom-user,https://github.com/jambonrose/django-improved-user,https://github.com/jambonrose/django-improved-user,BSD-2-Clause,2016-10-25 02:00:47,2025-03-31 17:56:46,2024-08-08 13:18:10,128.0,,14.0,2.0,311.0,,10.0,151.0,2024-08-06 20:41:37,2.1.0,8.0,A custom Django user that authenticates via email. Follows identity and authentication best practices.,44.0,44.0,8.0,https://pypi.org/project/django-improved-user,2979.0,2979.0,17,True,3.0,jambonrose/django-improved-user,,,,,
175,django-admin-confirm,trangpham/django-admin-confirm,django-admin-confirm,[],admin-interface-actions,https://github.com/TrangPham/django-admin-confirm,https://github.com/TrangPham/django-admin-confirm,,2020-11-08 18:56:53,2025-03-31 20:15:44,2025-03-28 20:41:44,78.0,8.0,15.0,3.0,34.0,11.0,21.0,134.0,2022-07-08 03:39:24,1.0.0,8.0,"AdminConfirmMixin is a mixin for ModelAdmin that adds confirmations to changes, additions and actions.",97.0,97.0,10.0,https://pypi.org/project/django-admin-confirm,58285.0,58285.0,17,True,3.0,,,,,,
176,django-mirage-field,luojilab/django-mirage-field,django-mirage-field,[],encrpyted-fields,https://github.com/luojilab/django-mirage-field,https://github.com/luojilab/django-mirage-field,MIT,2019-04-26 06:02:43,2022-04-19 11:01:05,2022-04-19 11:00:59,71.0,,13.0,14.0,13.0,2.0,12.0,93.0,2022-03-14 08:47:26,1.4.0,17.0,"Django model field encrypt/decrypt your data, keep secret in database.",98.0,98.0,9.0,https://pypi.org/project/django-mirage-field,14377.0,14377.0,17,True,2.0,,,,,,
177,dj-paypal,HearthSim/dj-paypal,dj-paypal,[],payment-subscriptions,https://github.com/HearthSim/dj-paypal,https://github.com/HearthSim/dj-paypal,MIT,2017-08-18 11:25:15,2025-03-10 12:57:40,2025-03-10 12:55:43,266.0,4.0,20.0,12.0,8.0,4.0,5.0,89.0,2018-12-18 16:40:35,0.11.1,4.0,Paypal integration for Django - Inspired by dj-Stripe.,28.0,28.0,3.0,https://pypi.org/project/dj-paypal,1147.0,1147.0,17,True,3.0,,,,,,
178,djantic2,jonathan-s/djantic2,djantic,[],pydantic-integration,https://github.com/jonathan-s/djantic2,https://github.com/jonathan-s/djantic2,MIT,2024-03-15 10:06:31,2024-12-08 20:58:35,2024-12-08 20:58:20,154.0,,7.0,4.0,10.0,2.0,7.0,68.0,2024-12-08 21:07:39,1.0.5,4.0,Pydantic model support for Django.,5.0,5.0,8.0,https://pypi.org/project/djantic,9225.0,9225.0,17,True,3.0,,,,,,
179,mixer,klen/mixer,mixer,[],example-data,https://github.com/klen/mixer,https://github.com/klen/mixer,,2013-05-19 13:49:50,2024-03-08 09:29:07,2022-03-23 14:37:36,860.0,,92.0,10.0,110.0,38.0,49.0,945.0,,,,"Mixer -- Is a fixtures replacement. Supported Django, Flask, SqlAlchemy and custom python objects.",,,43.0,https://pypi.org/project/mixer,172220.0,172220.0,16,True,3.0,,,,,,
180,django-scopes,raphaelm/django-scopes,django-scopes,[],multiple-tenants,https://github.com/raphaelm/django-scopes,https://github.com/raphaelm/django-scopes,Apache-2.0,2019-05-10 11:27:07,2023-07-17 06:51:20,2023-06-12 08:26:02,42.0,,15.0,11.0,16.0,12.0,7.0,235.0,,,,Safely separate multiple tenants in a Django database.,109.0,109.0,6.0,https://pypi.org/project/django-scopes,11510.0,11510.0,16,True,3.0,,,,,,
181,django-fastdev,boxed/django-fastdev,django-fastdev,[],development,https://github.com/boxed/django-fastdev,https://github.com/boxed/django-fastdev,BSD-3-Clause,2020-08-07 11:45:15,2024-12-31 12:22:49,2024-12-31 12:22:49,122.0,,16.0,8.0,22.0,16.0,18.0,186.0,,,,"An app to make it safer, faster and more fun to develop in Django.",99.0,99.0,11.0,https://pypi.org/project/django-fastdev,13612.0,13612.0,16,True,3.0,,,,,,
182,django-fieldsignals,craigds/django-fieldsignals,django-fieldsignals,[],fields-versioning,https://github.com/craigds/django-fieldsignals,https://github.com/craigds/django-fieldsignals,,2011-02-03 11:28:50,2022-10-08 02:34:47,2022-10-08 02:33:46,69.0,,10.0,7.0,8.0,3.0,14.0,112.0,2021-08-16 05:08:47,0.7.0,8.0,Django signals for changed fields.,325.0,325.0,5.0,https://pypi.org/project/django-fieldsignals,41549.0,41549.0,16,True,3.0,,,,,,
183,django-subscriptions,kogan/django-subscriptions,django-subscriptions,[],payment-subscriptions,https://github.com/kogan/django-subscriptions,https://github.com/kogan/django-subscriptions,BSD-3-Clause,2019-04-13 01:10:21,2023-10-20 04:01:27,2020-12-29 04:52:03,45.0,,9.0,22.0,16.0,,4.0,74.0,2020-12-29 04:56:47,2.1.1,11.0,A django package for managing subscription states.,17.0,17.0,2.0,https://pypi.org/project/django-subscriptions,11960.0,11960.0,16,True,3.0,,,,,,
184,Lithium,wsvincent/lithium,,[],project-templates,https://github.com/wsvincent/lithium,https://github.com/wsvincent/lithium,,2018-02-15 17:29:07,2025-04-02 20:24:59,2025-02-24 15:57:40,178.0,9.0,421.0,64.0,116.0,2.0,43.0,2322.0,,,,Django starter project with.,,,21.0,,,,15,True,2.0,,,,,,
185,django-trackstats,pennersr/django-trackstats,django-trackstats,[],statistics,https://github.com/pennersr/django-trackstats,https://github.com/pennersr/django-trackstats,MIT,2016-01-28 21:43:35,2023-08-04 12:56:33,2023-08-04 12:55:59,62.0,,39.0,11.0,13.0,4.0,8.0,448.0,,,,Keep track of your statistics.,28.0,28.0,9.0,https://pypi.org/project/django-trackstats,3305.0,3305.0,15,True,1.0,,,,,,
186,pytailwindcss,timonweb/pytailwindcss,pytailwindcss,[],mvt-tailwind-css-framework-integration,https://github.com/timonweb/pytailwindcss,https://github.com/timonweb/pytailwindcss,MIT,2021-12-19 22:49:26,2023-06-23 21:23:14,2023-06-23 21:22:46,27.0,,9.0,5.0,2.0,5.0,7.0,334.0,,,,,434.0,434.0,2.0,https://pypi.org/project/pytailwindcss,15334.0,15334.0,15,False,3.0,,,,,,
187,Zango,Healthlane-Technologies/Zango,,[],project-templates,https://github.com/Healthlane-Technologies/Zango,https://github.com/Healthlane-Technologies/Zango,,2023-06-17 18:28:26,2025-04-03 09:15:29,2025-03-31 04:07:56,127.0,26.0,57.0,8.0,316.0,25.0,26.0,280.0,2025-03-31 04:09:33,0.5.1,12.0,Django meta-framework for building enterprise-ready custom business applications.,5.0,5.0,15.0,,,,15,True,2.0,,,,,,
188,django-flexible-subscriptions,studybuffalo/django-flexible-subscriptions,django-flexible-subscriptions,[],payment-subscriptions,https://github.com/studybuffalo/django-flexible-subscriptions,https://github.com/studybuffalo/django-flexible-subscriptions,GPL-3.0,2018-11-26 05:05:05,2024-06-21 14:11:55,2020-09-11 20:55:19,197.0,,52.0,4.0,268.0,27.0,23.0,251.0,,,,A subscription and recurrent billing application for Django.,31.0,31.0,14.0,https://pypi.org/project/django-flexible-subscriptions,700.0,700.0,15,True,3.0,,,,,,
189,django-bitcoin,kangasbros/django-bitcoin,django-bitcoin,[],payment-subscriptions,https://github.com/kangasbros/django-bitcoin,https://github.com/kangasbros/django-bitcoin,MIT,2011-07-08 14:04:32,2014-09-15 06:46:34,2014-09-15 06:46:33,462.0,,95.0,31.0,25.0,11.0,7.0,180.0,,,,bitcoin payment management for django.,20.0,20.0,18.0,https://pypi.org/project/django-bitcoin,61.0,61.0,15,False,3.0,,,,,,
190,django-prbac,dimagi/django-prbac,django-prbac,[],authentication-authorization,https://github.com/dimagi/django-prbac,https://github.com/dimagi/django-prbac,,2013-10-17 18:31:58,2023-12-13 21:26:13,2023-12-13 21:26:10,194.0,,38.0,38.0,55.0,4.0,17.0,142.0,2020-03-06 22:55:21,0.0.8,1.0,,15.0,15.0,23.0,https://pypi.org/project/django-prbac,5218.0,5218.0,15,False,3.0,,,,,,
191,django-use-email-as-username,jmfederico/django-use-email-as-username,django-use-email-as-username,[],custom-user,https://github.com/jmfederico/django-use-email-as-username,https://github.com/jmfederico/django-use-email-as-username,BSD-3-Clause,2018-02-19 02:36:03,2024-09-09 13:11:23,2024-09-09 13:11:23,115.0,,11.0,4.0,4.0,,14.0,72.0,,,,A Django app to use email as username for user authentication.,305.0,305.0,3.0,https://pypi.org/project/django-use-email-as-username,3361.0,3361.0,15,True,3.0,,,,,,
192,falco,Tobi-De/falco,falco,[],project-templates,https://github.com/falcopackages/falco-cli,https://github.com/falcopackages/falco-cli,,2023-12-15 15:05:56,2024-12-31 09:14:42,2024-12-31 09:14:42,577.0,,20.0,8.0,44.0,3.0,63.0,386.0,2024-10-01 12:12:17,0.26.4,57.0,Enhance your Django developer experience: CLI and Guides for the Modern Django Developer.,16.0,16.0,8.0,https://pypi.org/project/falco,137.0,137.0,14,True,2.0,falcopackages/falco-cli,,,,,
193,cookiecutter-vue-django,ilikerobots/cookiecutter-vue-django,,[],project-templates,https://github.com/ilikerobots/cookiecutter-vue-django,https://github.com/ilikerobots/cookiecutter-vue-django,BSD-3-Clause,2020-07-02 12:30:02,2023-11-20 18:47:59,2023-11-20 18:42:32,7004.0,,24.0,3.0,76.0,4.0,11.0,219.0,,,,"Vue 3 + Vite + Django with no compromises. Use Vue SFCs directly in Django Templates, DRF not required.",,,399.0,,,,14,True,2.0,,,,,,
194,ariadne-django,mirumee/ariadne-django,ariadne-django,[],graphql-api,https://github.com/mirumee/ariadne-django,https://github.com/mirumee/ariadne-django,BSD-3-Clause,2021-04-08 01:49:36,2024-03-20 17:06:16,2022-08-23 16:51:18,35.0,,11.0,18.0,29.0,11.0,16.0,67.0,2022-07-19 17:16:50,0.3.0,3.0,ariadne_django makes integrating ariadne and django together easier.,,,9.0,https://pypi.org/project/ariadne-django,13902.0,13902.0,14,True,3.0,,,,,,
195,django-cryptographic-fields,foundertherapy/django-cryptographic-fields,django-cryptographic-fields,[],encrpyted-fields,https://github.com/foundertherapy/django-cryptographic-fields,https://github.com/foundertherapy/django-cryptographic-fields,MIT,2015-04-29 22:49:48,2021-11-10 12:49:34,2016-09-27 23:25:27,34.0,,26.0,12.0,16.0,9.0,2.0,31.0,2016-09-23 16:28:37,0.5.0,3.0,A set of fields that wrap standard Django fields with encryption provided by the python cryptography library.,26.0,26.0,8.0,https://pypi.org/project/django-cryptographic-fields,284.0,284.0,14,False,3.0,,,,,,
196,KernelCI (distributed test automation system focused on upstream kernel development) dashboard backend.,kernelci/dashboard,,[],test-automation-system,https://github.com/kernelci/dashboard,https://github.com/kernelci/dashboard,MIT,2024-07-16 11:47:41,2025-04-03 12:13:26,2025-04-03 12:13:19,1022.0,371.0,5.0,14.0,488.0,86.0,580.0,5.0,,,,KernelCI web dashboard.,,,15.0,,,,14,False,2.0,,,,,,
197,cookiecutter-djangopackage,pydanny/cookiecutter-djangopackage,cookiecutter-djangopackage,[],reusable-app-templates,https://github.com/pydanny/cookiecutter-djangopackage,https://github.com/pydanny/cookiecutter-djangopackage,,2013-08-12 12:28:50,2022-01-24 19:43:36,2020-10-29 12:23:49,451.0,,145.0,13.0,903.0,28.0,44.0,435.0,2017-10-04 13:46:21,1.0.1,2.0,A cookiecutter template for creating reusable Django packages quickly.,,,55.0,https://pypi.org/project/cookiecutter-djangopackage,,,13,True,1.0,,,,,,
198,django-optimistic-lock,gavinwahl/django-optimistic-lock,django-optimistic-lock,[],locking,https://github.com/gavinwahl/django-optimistic-lock,https://github.com/gavinwahl/django-optimistic-lock,BSD-2-Clause,2013-04-08 02:27:12,2020-11-22 15:50:03,2019-01-02 20:50:21,44.0,,22.0,2.0,8.0,1.0,4.0,121.0,,,,Offline optimistic locking for Django.,19.0,19.0,4.0,https://pypi.org/project/django-optimistic-lock,3001.0,3001.0,13,False,3.0,,,,,,
199,drf-stripe-subscription,oscarychen/drf-stripe-subscription,drf-stripe-subscription,[],payment-subscriptions,https://github.com/oscarychen/drf-stripe-subscription,https://github.com/oscarychen/drf-stripe-subscription,MIT,2022-01-07 05:42:18,2024-11-16 03:48:53,2024-11-16 03:45:09,53.0,,18.0,5.0,22.0,3.0,20.0,116.0,2024-11-16 03:48:42,1.2.2,17.0,An out-of-box Django REST framework solution for payment and subscription management using Stripe.,,,6.0,https://pypi.org/project/drf-stripe-subscription,1039.0,1039.0,13,True,3.0,,,,,,
200,dj-paddle,paddle-python/dj-paddle,dj-paddle,[],payment-subscriptions,https://github.com/paddle-python/dj-paddle,https://github.com/paddle-python/dj-paddle,MIT,2020-01-03 12:26:15,2023-07-25 14:48:50,2021-03-26 12:22:49,54.0,,32.0,5.0,20.0,14.0,11.0,83.0,2021-02-26 16:41:04,0.1.2,2.0,Django + Paddle made Easy!.,,,7.0,https://pypi.org/project/dj-paddle,412.0,412.0,13,True,3.0,,,,,,
201,django-harlequin,adamchainz/django-harlequin,django-harlequin,[],development,https://github.com/adamchainz/django-harlequin,https://github.com/adamchainz/django-harlequin,MIT,2024-05-05 21:24:46,2025-03-14 16:17:38,2025-03-14 16:17:03,78.0,16.0,3.0,2.0,53.0,1.0,,78.0,,,,"Launch Harlequin, the SQL IDE for your Terminal, with your Django database configuration.",7.0,7.0,5.0,https://pypi.org/project/django-harlequin,2107.0,2107.0,13,True,3.0,,,,,,
202,django-sms,roaldnefs/django-sms,django-sms,[],messaging,https://github.com/roaldnefs/django-sms,https://github.com/roaldnefs/django-sms,BSD-3-Clause,2021-01-12 18:16:13,2024-01-07 19:43:51,2024-01-07 19:43:51,36.0,,13.0,1.0,25.0,6.0,9.0,55.0,2023-12-31 11:52:23,0.7.0,7.0,A Django app for sending SMS with interchangeable backends.,,,3.0,https://pypi.org/project/django-sms,14156.0,14156.0,13,True,3.0,,,,,,
203,eventsourcing-django,pyeventsourcing/eventsourcing-django,eventsourcing-django,[],event-sourcing,https://github.com/pyeventsourcing/eventsourcing-django,https://github.com/pyeventsourcing/eventsourcing-django,BSD-3-Clause,2021-07-15 13:39:46,2024-11-09 05:45:03,2024-11-09 05:44:45,160.0,,11.0,4.0,17.0,2.0,2.0,50.0,,,,Python package for eventsourcing with Django.,10.0,10.0,6.0,https://pypi.org/project/eventsourcing-django,2881.0,2881.0,13,True,2.0,,,,,,
204,django-flutterwave,bdelate/django-flutterwave,django-flutterwave,[],payment-subscriptions,https://github.com/bdelate/django-flutterwave,https://github.com/bdelate/django-flutterwave,MIT,2019-07-29 15:03:20,2022-12-08 08:56:27,2020-12-29 06:31:43,57.0,,12.0,5.0,11.0,,4.0,23.0,2020-12-29 06:34:01,0.3.0,5.0,Django integration for Flutterwave Rave payments and subscriptions.,52.0,52.0,,https://pypi.org/project/django-flutterwave,,,13,True,3.0,,,,,,
205,django-ninja-passwordreset,eadwinCode/django-ninja-passwordreset,django-ninja-passwordreset,[],restful-api-ninja,https://github.com/eadwinCode/django-ninja-passwordreset,https://github.com/eadwinCode/django-ninja-passwordreset,BSD-3-Clause,2021-11-20 21:37:41,2023-11-30 10:22:37,2023-11-30 10:21:07,167.0,,1.0,,3.0,,,5.0,2023-11-30 10:22:37,1.2.5,3.0,"An extension of django rest framework, providing a configurable password reset strategy.",7.0,7.0,34.0,https://pypi.org/project/django-ninja-passwordreset,997.0,997.0,13,False,3.0,,,,,,
206,taiga,kaleidos-ventures/taiga,,[],project-management-framework,https://github.com/kaleidos-ventures/taiga,https://github.com/kaleidos-ventures/taiga,MPL-2.0,2022-12-30 09:20:03,2023-12-13 09:37:30,2023-12-13 09:37:29,2124.0,,62.0,15.0,566.0,,,487.0,,,,Taiga is a free and open-source project management for cross-functional agile teams.,,,11.0,,,,12,True,3.0,,,,,,
207,django-unique-user-email,carltongibson/django-unique-user-email,django-unique-user-email,[],custom-user,https://github.com/carltongibson/django-unique-user-email,https://github.com/carltongibson/django-unique-user-email,MIT,2023-10-06 06:50:32,2024-10-09 05:51:58,2024-10-09 05:51:57,17.0,,6.0,7.0,5.0,6.0,4.0,142.0,,,,Enable login-by-email with the default User model for your Django project by making auth.User.email unique.,15.0,15.0,4.0,https://pypi.org/project/django-unique-user-email,1366.0,1366.0,12,True,3.0,,,,,,
208,django-authorizenet,zen4ever/django-authorizenet,django-authorizenet,[],payment-subscriptions,https://github.com/zen4ever/django-authorizenet,https://github.com/zen4ever/django-authorizenet,MIT,2009-06-23 07:07:33,2021-07-04 23:37:45,2013-07-28 04:17:49,182.0,,31.0,8.0,24.0,1.0,5.0,87.0,,,,Django and Authorize.NET payment gateway integration.,5.0,5.0,10.0,https://pypi.org/project/django-authorizenet,96.0,96.0,12,False,3.0,,,,,,
209,django-ninja-apikey,mawassk/django-ninja-apikey,django-ninja-apikey,[],restful-api-ninja,https://github.com/mawassk/django-ninja-apikey,https://github.com/mawassk/django-ninja-apikey,MIT,2021-07-13 08:29:30,2023-07-23 22:51:51,2021-08-27 13:54:10,39.0,,10.0,1.0,12.0,2.0,1.0,41.0,2021-08-16 12:00:23,0.2.1,2.0,Easy to use API key authentication for Django Ninja REST Framework.,7.0,7.0,,https://pypi.org/project/django-ninja-apikey,2878.0,2878.0,12,True,3.0,,,,,,
210,django-oauth2-authcodeflow,jrd/django-oauth2-authcodeflow,django-oauth2-authcodeflow,[],authentication-authorization,https://github.com/jrd/django-oauth2-authcodeflow,https://github.com/jrd/django-oauth2-authcodeflow,MIT,2020-11-27 10:40:53,2025-02-25 14:25:14,2025-02-25 14:25:10,114.0,5.0,7.0,2.0,17.0,1.0,9.0,16.0,,,,Authenticate with any OpenId Connect/Oauth2 provider through authorization code flow. PKCE is also supported.,11.0,11.0,12.0,https://pypi.org/project/django-oauth2-authcodeflow,2517.0,2517.0,12,False,3.0,,,,,,
211,django-hydra,Lightmatter/django-hydra,,[],project-templates,https://github.com/gone/django-hydra,https://github.com/gone/django-hydra,,2013-11-04 15:53:38,2025-01-31 22:33:48,2025-01-28 18:17:13,2026.0,56.0,10.0,20.0,1015.0,3.0,13.0,90.0,,,,A django/htmx/alpine/tailwind project template.,,,39.0,,,,11,True,2.0,gone/django-hydra,,,,,
212,django_injector,blubber/django_injector,django_injector,[],dependency-injection,https://github.com/blubber/django_injector,https://github.com/blubber/django_injector,BSD-2-Clause,2019-04-27 13:10:05,2024-04-09 08:54:03,2024-04-09 08:09:26,49.0,,7.0,3.0,15.0,,10.0,53.0,,,,Dependency injection in Django.,,,7.0,https://pypi.org/project/django_injector,3047.0,3047.0,11,True,3.0,,,,,,
213,django-encrypted-model-fields,,django-encrypted-model-fields,[],encrpyted-fields,,https://gitlab.com/lansharkconsulting/django/django-encrypted-model-fields,,2018-06-05 14:35:48,2018-06-05 14:35:48,,,,26.0,,,6.0,20.0,33.0,,,4.0,A set of fields that wrap standard Django fields with encryption provided by the python cryptography library.,,,,https://pypi.org/project/django-encrypted-model-fields,149387.0,149387.0,11,False,3.0,,,,,lansharkconsulting/django/django-encrypted-model-fields,https://gitlab.com/lansharkconsulting/django/django-encrypted-model-fields
214,launchr,jayfk/launchr,,[],project-templates,https://github.com/jayfk/launchr,https://github.com/jayfk/launchr,MIT,2019-09-09 09:48:19,2021-01-23 10:31:01,2021-01-23 10:30:53,15.0,,41.0,10.0,,2.0,23.0,235.0,,,,"Launchr is an open source SaaS starter kit, based on Django.",,,,,,,10,True,3.0,,,,,,
215,sidewinder,stribny/sidewinder,,[],project-templates,https://github.com/stribny/sidewinder,https://github.com/stribny/sidewinder,MIT,2022-12-25 13:51:45,2024-04-27 18:38:43,2024-04-27 18:38:31,81.0,,13.0,4.0,4.0,4.0,25.0,209.0,,,,"Django starter kit that focuses on good defaults, developer experience, and deployment. Updated for Django 5.",,,,,,,10,True,3.0,,,,,,
216,django-docker-template,amerkurev/django-docker-template,,[],project-templates,https://github.com/amerkurev/django-docker-template,https://github.com/amerkurev/django-docker-template,MIT,2023-04-13 21:13:40,2025-04-01 10:01:28,2025-04-01 10:01:05,113.0,1.0,38.0,5.0,11.0,3.0,9.0,202.0,,,,"Dockerized Django with Postgres, Gunicorn, and Traefik or Caddy (with auto renew Lets Encrypt).",,,6.0,,,,10,True,3.0,,,-1.0,,,
217,docker-django,jpbruinsslot/docker-django,,[],project-templates,https://github.com/jpbruinsslot/docker-django,https://github.com/jpbruinsslot/docker-django,MIT,2015-01-29 14:12:50,2018-12-15 10:58:21,2018-12-15 10:58:11,103.0,,59.0,12.0,3.0,,16.0,180.0,,,,A project to get you started with Docker and Django.,,,,,,,10,False,3.0,,,,,,
218,django-project-template,thorgate/django-project-template,,[],project-templates,https://github.com/thorgate/django-project-template,https://github.com/thorgate/django-project-template,ISC,2016-03-28 15:10:57,2024-10-18 11:09:23,2024-05-14 07:12:59,781.0,,16.0,14.0,33.0,2.0,3.0,124.0,,,,"Thorgates Django project template - Django, React, Sass, optional Docker and more.",,,34.0,,,,10,True,3.0,,,,,,
219,wq-django-template,wq/wq-django-template,,[],reusable-app-templates,https://github.com/wq/wq-django-template,https://github.com/wq/wq-django-template,,2013-05-13 19:37:35,2024-03-27 14:08:47,2024-03-27 14:06:39,151.0,,7.0,5.0,3.0,,26.0,28.0,2023-11-08 18:00:24,2.0.0,26.0,Django + NPM (Create React App) template for building REST-ful web & hybrid apps with the wq framework.,,,4.0,,,,10,True,2.0,,,,,,
220,djangorestframework-fsm,27medkamal/djangorestframework-fsm,djangorestframework-fsm,[],finite-state-machine,https://github.com/27medkamal/djangorestframework-fsm,https://github.com/27medkamal/djangorestframework-fsm,MIT,2018-10-25 23:32:47,2022-05-30 14:49:47,2021-01-22 05:03:20,26.0,,8.0,3.0,3.0,,3.0,19.0,,,,Automatically hook your Django-FSM transitions up to Django REST Framework.,7.0,7.0,7.0,https://pypi.org/project/djangorestframework-fsm,658.0,658.0,10,False,3.0,,,,,,
221,django-oauth-login,dropseed/django-oauth-login,django-oauth-login,[],authentication-authorization,https://github.com/dropseed/django-oauth-login,https://github.com/dropseed/django-oauth-login,MIT,2022-03-17 20:18:15,2024-10-16 15:01:30,2024-10-16 15:01:30,42.0,,3.0,3.0,22.0,1.0,2.0,17.0,2023-08-04 16:11:25,0.2.4,7.0,A minimal app that adds OAuth login support to your Django project.,,,5.0,https://pypi.org/project/django-oauth-login,316.0,316.0,10,False,3.0,,,,,,
222,django-startproject,jefftriplett/django-startproject,,[],project-templates,https://github.com/jefftriplett/django-startproject,https://github.com/jefftriplett/django-startproject,BSD-3-Clause,2018-02-10 15:38:30,2025-03-07 01:32:34,2025-03-07 01:23:51,184.0,1.0,19.0,11.0,29.0,,2.0,249.0,,,,Django Start Project template with batteries.,,,3.0,,,,9,True,3.0,,,,,,
223,django-subscription,zhaque/django-subscription,django-subscription,[],payment-subscriptions,https://github.com/zhaque/django-subscription,https://github.com/zhaque/django-subscription,,2009-05-25 10:52:48,2020-09-24 17:57:10,2013-05-02 23:27:40,62.0,,49.0,5.0,6.0,2.0,3.0,186.0,,,,Subscriptions or Recurring Billing App for django.,,,11.0,https://pypi.org/project/django-subscription,146.0,146.0,9,False,3.0,,,,,,
224,cookiecutter-django-crud,wildfish/cookiecutter-django-crud,cookiecutter-django-crud,[],reusable-app-templates,https://github.com/wildfish/cookiecutter-django-crud,https://github.com/wildfish/cookiecutter-django-crud,BSD-3-Clause,2013-09-20 17:11:23,2015-12-10 16:38:04,2015-12-10 16:37:59,51.0,,32.0,6.0,6.0,,3.0,68.0,,,,"A cookiecutter template to create a Django app around a model with CRUD views using django-vanilla-views, a..",,,4.0,https://pypi.org/project/cookiecutter-django-crud,,,9,False,2.0,,,,,,
225,django-discord-integration,Ninjaclasher/django-discord-integration,django-discord-integration,[],messaging,https://github.com/Ninjaclasher/django-discord-integration,https://github.com/Ninjaclasher/django-discord-integration,AGPL-3.0,2019-05-12 19:51:58,2024-05-28 17:29:33,2024-05-28 17:28:12,48.0,,1.0,2.0,1.0,1.0,2.0,23.0,2024-05-28 17:29:05,1.2.8,4.0,"Discord integration for Django, supporting error reporting via webhooks.",7.0,7.0,2.0,https://pypi.org/project/django-discord-integration,1319.0,1319.0,9,True,3.0,,,,,,
226,cookiecutter-django-app,edx-unsupported/cookiecutter-django-app,cookiecutter-django-app,[],reusable-app-templates,https://github.com/edx/cookiecutter-django-app,https://github.com/edx/cookiecutter-django-app,Apache-2.0,2016-07-05 18:49:15,2020-05-21 16:07:49,2020-05-21 16:07:38,124.0,,5.0,62.0,67.0,,,16.0,,,,A cookiecutter template for creating reusable Django packages (installable apps) quickly.,,,21.0,https://pypi.org/project/cookiecutter-django-app,,,9,False,2.0,edx/cookiecutter-django-app,,,,,
227,django-address-model,agusmakmun/django-address-model,django-address-model,[],fields-addresses,https://github.com/agusmakmun/django-address-model,https://github.com/agusmakmun/django-address-model,MIT,2019-08-10 11:31:13,2020-11-18 09:48:51,2020-11-18 09:46:12,14.0,,5.0,1.0,1.0,2.0,,14.0,2020-11-18 09:49:40,1.0.4,1.0,"django abstract model that provide the complete address, eg: no, na/rt, ca/rw, village/desa, sub district/kecamatan,..",8.0,8.0,,https://pypi.org/project/django-address-model,149.0,149.0,9,False,3.0,,,,,,
228,django-fsm-freeze,ming-tung/django-fsm-freeze,django-fsm-freeze,[],finite-state-machine,https://github.com/ming-tung/django-fsm-freeze,https://github.com/ming-tung/django-fsm-freeze,MIT,2021-06-11 15:38:15,2024-04-15 23:18:26,2024-01-03 16:18:35,110.0,,2.0,1.0,133.0,,4.0,4.0,2021-08-24 14:35:00,0.1.9,9.0,django-fsm data immutability support.,2.0,2.0,3.0,https://pypi.org/project/django-fsm-freeze,379.0,379.0,9,False,3.0,,,,,,
